# Log start time:	 Thu, 05 May 2022 21:04:26
# Angle step size:	 4 degrees
# Number of angles: 	 1
# Minimum angle: 	 0 
# Maximum angle: 	 1 
# Lateral step size:	0.25 cm
# Lateral start/stop: 	 0.0 	 10.0 
# Number of lateral steps:	40
# Time per slice:	15 s
# Lower Trigger Threshold:	204 V 
# Upper Trigger Threshold:	1023 V 
# 
2.700000000000000000e+01,3.100000000000000000e+01,3.900000000000000000e+02,4.200000000000000000e+01,4.200000000000000000e+01,1.904000000000000000e+03,5.400000000000000000e+01,4.500000000000000000e+01,4.700000000000000000e+01,3.700000000000000000e+01,4.000000000000000000e+01,8.200000000000000000e+01,3.800000000000000000e+01,4.000000000000000000e+01,5.600000000000000000e+01,5.900000000000000000e+01,6.400000000000000000e+02,5.800000000000000000e+01,1.280000000000000000e+02,1.760000000000000000e+02,3.090000000000000000e+02,3.460000000000000000e+02,4.640000000000000000e+02,5.180000000000000000e+02,6.250000000000000000e+02,6.690000000000000000e+02,6.630000000000000000e+02,1.001000000000000000e+03,6.030000000000000000e+02,5.560000000000000000e+02,4.670000000000000000e+02,3.730000000000000000e+02,2.820000000000000000e+02,1.760000000000000000e+02,1.170000000000000000e+02,9.000000000000000000e+01,6.100000000000000000e+01,6.500000000000000000e+01,3.900000000000000000e+01,4.500000000000000000e+02

